citizen_id,claim_count,days_since_claim,amount,hour,day_of_week,frequency_score,is_fraud
379830778850,7,6,2000,0,5,1.1666666666666667,1
880685346151,3,51,5000,12,2,0.058823529411764705,0
907847894292,2,36,3000,15,3,0.05555555555555555,0
765744135188,3,70,5000,17,2,0.04285714285714286,0
276402926710,2,60,2000,17,1,0.03333333333333333,0
208886581016,1,71,2000,10,0,0.014084507042253521,0
231212866236,3,32,3000,16,4,0.09375,0
245314696811,3,74,3000,12,4,0.04054054054054054,0
334371637118,3,44,2000,14,0,0.06818181818181818,0
162858259541,2,65,2000,10,1,0.03076923076923077,0
463671532678,3,50,3000,13,2,0.06,0
425258285926,1,77,2000,10,1,0.012987012987012988,0
435125190538,2,85,2000,12,2,0.023529411764705882,0
191659781897,0,81,5000,16,0,0.0,0
872203816139,3,40,3000,13,3,0.075,0
186378482464,6,2,3000,5,5,3.0,1
889104685300,2,53,3000,12,1,0.03773584905660377,0
120000125064,2,60,2000,15,4,0.03333333333333333,0
245399119418,3,36,3000,10,3,0.08333333333333333,0
303967957649,1,63,2000,16,0,0.015873015873015872,0
855726372067,2,74,2000,14,4,0.02702702702702703,0
519425786922,1,81,2000,12,4,0.012345679012345678,0
665009751673,1,82,2000,15,0,0.012195121951219513,0
230808116719,0,61,3000,17,0,0.0,0
611230444211,1,58,2000,12,3,0.017241379310344827,0
192236303349,0,47,3000,10,0,0.0,0
892172437426,3,44,2000,11,3,0.06818181818181818,0
153478793209,0,75,5000,16,4,0.0,0
485892542680,2,70,2000,15,3,0.02857142857142857,0
877572872131,1,43,3000,17,2,0.023255813953488372,0
598804025463,0,45,5000,10,4,0.0,0
490080819706,3,54,5000,12,2,0.05555555555555555,0
731705619676,3,76,2000,10,3,0.039473684210526314,0
986711675723,2,49,2000,15,0,0.04081632653061224,0
212923867281,0,53,3000,17,2,0.0,0
155421453674,1,30,3000,12,1,0.03333333333333333,0
342162455637,1,45,3000,16,1,0.022222222222222223,0
452329361555,3,65,2000,15,4,0.046153846153846156,0
174166558715,2,76,5000,16,4,0.02631578947368421,0
536340995135,2,42,5000,9,4,0.047619047619047616,0
922256718853,1,57,3000,16,4,0.017543859649122806,0
952552388532,2,85,2000,10,0,0.023529411764705882,0
365545299431,0,52,5000,10,1,0.0,0
148146380200,6,7,2000,0,6,0.8571428571428571,1
181459345387,6,6,5000,2,6,1.0,1
736908736432,1,61,3000,9,4,0.01639344262295082,0
847881974836,2,84,2000,16,3,0.023809523809523808,0
236427315441,7,5,3000,5,6,1.4,1
794498122185,7,2,5000,0,5,3.5,1
833661177140,1,65,5000,16,4,0.015384615384615385,0
107629070102,3,80,5000,10,0,0.0375,0
294469781905,7,4,3000,2,5,1.75,1
407755063813,1,70,5000,9,2,0.014285714285714285,0
526916355498,2,76,2000,12,0,0.02631578947368421,0
489944262956,0,52,5000,15,3,0.0,0
998372021817,1,84,2000,9,1,0.011904761904761904,0
411122620817,1,58,5000,14,1,0.017241379310344827,0
226538237735,3,30,2000,16,0,0.1,0
692060878017,0,78,5000,15,0,0.0,0
827203493164,0,85,5000,10,3,0.0,0
520047855544,0,62,5000,17,1,0.0,0
198232096849,2,90,3000,12,2,0.022222222222222223,0
276430716888,0,83,2000,13,1,0.0,0
862496172146,0,75,3000,13,2,0.0,0
403936689726,3,62,3000,15,2,0.04838709677419355,0
342233292075,2,31,2000,16,0,0.06451612903225806,0
137212274331,0,58,5000,14,2,0.0,0
465694766019,3,35,5000,10,4,0.08571428571428572,0
871777865239,0,86,5000,12,0,0.0,0
837650666734,0,33,2000,13,4,0.0,0
920013261873,0,41,2000,14,4,0.0,0
124177063016,1,36,5000,9,0,0.027777777777777776,0
682439333044,2,55,2000,10,3,0.03636363636363636,0
288028006608,1,38,2000,10,0,0.02631578947368421,0
744656253999,3,43,5000,15,2,0.06976744186046512,0
762999963486,5,0,5000,2,5,5.0,1
546829879132,2,37,2000,15,0,0.05405405405405406,0
612949976769,0,83,5000,9,4,0.0,0
361000439048,0,77,2000,13,2,0.0,0
315713858725,1,61,3000,15,3,0.01639344262295082,0
677963479157,3,75,2000,14,2,0.04,0
792110513437,2,81,3000,17,2,0.024691358024691357,0
261879651597,1,90,5000,11,1,0.011111111111111112,0
146577451171,2,68,2000,11,0,0.029411764705882353,0
362566888591,3,34,2000,10,3,0.08823529411764706,0
180678728236,0,51,3000,10,0,0.0,0
121642568203,0,86,3000,10,1,0.0,0
636551907382,0,59,5000,17,3,0.0,0
513284763536,2,53,5000,13,2,0.03773584905660377,0
660858143082,3,50,3000,9,3,0.06,0
194535239358,5,1,3000,0,6,5.0,1
214679613026,2,41,3000,15,1,0.04878048780487805,0
273682915353,3,55,5000,14,0,0.05454545454545454,0
707089752645,3,35,2000,11,4,0.08571428571428572,0
339164785678,1,54,3000,10,1,0.018518518518518517,0
797839528053,3,34,2000,14,4,0.08823529411764706,0
630527636236,1,64,3000,16,4,0.015625,0
587396349757,0,51,2000,16,4,0.0,0
461299482208,4,2,5000,1,6,2.0,1
402494332827,5,7,5000,1,5,0.7142857142857143,1
209263387247,4,0,2000,2,6,4.0,1
280490478705,0,49,5000,16,1,0.0,0
978735806949,0,34,5000,11,1,0.0,0
419982875683,2,45,2000,14,2,0.044444444444444446,0
891563548318,2,67,5000,14,1,0.029850746268656716,0
156491845956,3,61,2000,10,4,0.04918032786885246,0
852649030257,1,70,3000,12,0,0.014285714285714285,0
843772168866,0,55,2000,15,4,0.0,0
941447732157,2,78,2000,10,3,0.02564102564102564,0
163102236426,2,49,2000,10,4,0.04081632653061224,0
274589629536,2,88,3000,9,2,0.022727272727272728,0
471396495765,2,70,5000,15,0,0.02857142857142857,0
244156807157,2,48,5000,15,4,0.041666666666666664,0
984276235188,3,47,3000,16,0,0.06382978723404255,0
326909573382,0,76,3000,10,1,0.0,0
103721203883,3,84,2000,9,0,0.03571428571428571,0
534927166137,0,74,5000,13,0,0.0,0
832947512832,2,39,5000,13,1,0.05128205128205128,0
175020480822,0,47,5000,17,0,0.0,0
659311545622,1,83,2000,12,4,0.012048192771084338,0
467491398053,3,39,3000,13,3,0.07692307692307693,0
504420204622,3,77,3000,10,4,0.03896103896103896,0
783811499981,3,77,3000,17,3,0.03896103896103896,0
659906339523,3,53,5000,17,0,0.05660377358490566,0
815947452009,1,63,2000,13,2,0.015873015873015872,0
245314696811,1,88,2000,12,3,0.011363636363636364,0
190858341701,3,84,5000,11,3,0.03571428571428571,0
102648646067,5,9,5000,4,6,0.5555555555555556,1
524895304483,3,83,3000,17,3,0.03614457831325301,0
711492870851,3,54,5000,10,3,0.05555555555555555,0
164211506218,0,76,2000,14,0,0.0,0
474970630282,0,51,2000,16,0,0.0,0
639742092191,2,67,2000,10,3,0.029850746268656716,0
376877581238,1,74,2000,12,4,0.013513513513513514,0
927376487974,2,39,3000,16,0,0.05128205128205128,0
377478805336,3,37,5000,9,0,0.08108108108108109,0
393268073029,1,41,2000,10,3,0.024390243902439025,0
988498723166,3,71,3000,15,0,0.04225352112676056,0
498117914269,1,68,5000,14,2,0.014705882352941176,0
651045908432,6,2,5000,4,6,3.0,1
403464027418,1,39,5000,9,1,0.02564102564102564,0
427191372390,3,40,3000,12,1,0.075,0
801335510573,1,32,5000,10,4,0.03125,0
544666213146,1,55,3000,11,4,0.01818181818181818,0
227471629597,1,33,2000,15,4,0.030303030303030304,0
187957541222,3,85,3000,13,4,0.03529411764705882,0
288028006608,2,46,3000,17,1,0.043478260869565216,0
499833208369,1,62,3000,11,0,0.016129032258064516,0
744699648248,3,86,5000,17,2,0.03488372093023256,0
786622158834,3,64,3000,12,1,0.046875,0
558637455767,3,64,5000,11,2,0.046875,0
168191691385,0,31,3000,17,3,0.0,0
736099002440,4,6,5000,1,6,0.6666666666666666,1
939491319981,0,59,5000,10,0,0.0,0
685678629626,4,6,2000,0,5,0.6666666666666666,1
882029595320,3,49,2000,15,3,0.061224489795918366,0
115210272459,1,41,5000,9,0,0.024390243902439025,0
159489708942,2,90,3000,14,2,0.022222222222222223,0
657310917578,3,66,5000,14,4,0.045454545454545456,0
603630909746,1,32,3000,16,3,0.03125,0
213949878218,3,77,5000,10,0,0.03896103896103896,0
215388968967,3,61,2000,14,3,0.04918032786885246,0
435626683315,2,48,5000,10,0,0.041666666666666664,0
763396907234,1,51,3000,15,3,0.0196078431372549,0
209263387247,3,75,2000,10,1,0.04,0
626565404992,3,89,5000,17,3,0.033707865168539325,0
865278878630,2,82,3000,10,4,0.024390243902439025,0
559276108343,2,71,5000,10,2,0.028169014084507043,0
340996969857,3,62,3000,10,1,0.04838709677419355,0
180678728236,0,63,5000,11,3,0.0,0
141586673090,3,34,5000,10,3,0.08823529411764706,0
425124909971,2,63,5000,17,4,0.031746031746031744,0
693787884297,0,87,3000,11,3,0.0,0
362520073719,1,90,5000,16,3,0.011111111111111112,0
852855554514,2,70,3000,17,4,0.02857142857142857,0
186513561814,1,65,3000,14,2,0.015384615384615385,0
220000273189,3,42,3000,11,2,0.07142857142857142,0
153324606113,2,73,3000,11,2,0.0273972602739726,0
686760202502,3,44,5000,16,0,0.06818181818181818,0
226538237735,3,34,2000,15,2,0.08823529411764706,0
612949976769,0,39,5000,9,3,0.0,0
870420888607,3,58,5000,15,2,0.05172413793103448,0
121088608210,2,49,5000,14,1,0.04081632653061224,0
390012926328,1,38,5000,15,4,0.02631578947368421,0
764292171076,2,82,5000,13,1,0.024390243902439025,0
257582002421,1,86,3000,15,4,0.011627906976744186,0
962671391942,1,74,5000,9,1,0.013513513513513514,0
621186529926,2,42,3000,15,2,0.047619047619047616,0
644165497008,3,51,5000,12,0,0.058823529411764705,0
660887235741,0,79,2000,10,1,0.0,0
674425352233,2,63,2000,14,3,0.031746031746031744,0
669102919757,0,49,5000,11,1,0.0,0
263872576980,1,40,2000,14,2,0.025,0
591261899007,3,54,3000,15,4,0.05555555555555555,0
330106498826,2,42,2000,9,3,0.047619047619047616,0
136166933908,0,87,3000,17,0,0.0,0
689434226748,0,57,5000,14,3,0.0,0
136942830843,0,62,3000,10,1,0.0,0
678024258187,5,8,2000,5,6,0.625,1
195420030044,3,48,5000,13,1,0.0625,0
226031706341,3,53,3000,13,2,0.05660377358490566,0
462218432583,2,39,5000,17,3,0.05128205128205128,0
323951045922,2,85,2000,12,3,0.023529411764705882,0
791667693507,7,4,2000,3,6,1.75,1
880257423065,3,69,2000,11,1,0.043478260869565216,0
959626751290,1,87,2000,13,4,0.011494252873563218,0
991851263625,0,46,2000,15,4,0.0,0
148273463535,2,48,2000,10,0,0.041666666666666664,0
435626683315,1,41,5000,16,0,0.024390243902439025,0
773875140042,1,49,3000,16,2,0.02040816326530612,0
211342527326,2,30,5000,10,1,0.06666666666666667,0
683083019770,3,41,3000,13,0,0.07317073170731707,0
733895889159,1,89,2000,17,2,0.011235955056179775,0
699513660284,1,61,5000,17,3,0.01639344262295082,0
461965539044,3,87,3000,14,1,0.034482758620689655,0
972338239202,2,37,5000,11,3,0.05405405405405406,0
769831018311,1,70,2000,16,1,0.014285714285714285,0
291032894602,1,64,5000,9,1,0.015625,0
198357301964,0,82,2000,12,3,0.0,0
931263102645,2,68,2000,9,2,0.029411764705882353,0
486733777220,0,70,3000,9,3,0.0,0
604401840280,1,75,5000,17,1,0.013333333333333334,0
659679466357,0,72,2000,17,2,0.0,0
740560560862,1,46,3000,13,1,0.021739130434782608,0
222752646243,3,80,3000,9,2,0.0375,0
659311545622,7,8,3000,1,5,0.875,1
377478805336,1,45,5000,10,1,0.022222222222222223,0
953323255142,3,44,3000,13,0,0.06818181818181818,0
295250836287,2,31,2000,15,4,0.06451612903225806,0
621231308731,1,48,3000,14,1,0.020833333333333332,0
599164353912,3,39,2000,11,0,0.07692307692307693,0
552901975098,1,85,2000,11,3,0.011764705882352941,0
593327773325,0,81,3000,9,3,0.0,0
144609401655,0,69,2000,13,3,0.0,0
649033931965,0,69,2000,10,1,0.0,0
382675845819,2,72,5000,11,1,0.027777777777777776,0
666539226787,0,46,5000,11,1,0.0,0
871410121161,1,47,2000,11,3,0.02127659574468085,0
609661431919,2,50,2000,11,4,0.04,0
245155882858,2,56,3000,15,1,0.03571428571428571,0
707177369127,2,60,5000,12,4,0.03333333333333333,0
958407892606,3,83,2000,12,1,0.03614457831325301,0
733895889159,2,90,2000,16,2,0.022222222222222223,0
740517128462,1,76,5000,13,0,0.013157894736842105,0
900462899414,1,37,2000,10,1,0.02702702702702703,0
431736844638,2,38,2000,14,3,0.05263157894736842,0
546886763894,2,47,3000,9,0,0.0425531914893617,0
282281892940,2,64,5000,10,1,0.03125,0
181591803707,2,63,3000,9,4,0.031746031746031744,0
291683476354,0,87,5000,14,1,0.0,0
729370204892,0,77,2000,13,0,0.0,0
693694117549,1,89,3000,9,4,0.011235955056179775,0
890557572917,0,56,5000,12,4,0.0,0
798582232722,4,2,5000,4,6,2.0,1
491786797080,0,54,3000,9,4,0.0,0
659906339523,1,70,2000,9,2,0.014285714285714285,0
733895889159,0,54,2000,13,3,0.0,0
874884443245,3,68,2000,9,3,0.04411764705882353,0
528884679717,3,37,3000,9,2,0.08108108108108109,0
104822694504,0,81,5000,10,4,0.0,0
967539419726,0,60,2000,14,1,0.0,0
169962279935,6,6,5000,3,6,1.0,1
438062020193,0,61,5000,10,4,0.0,0
707089752645,0,42,3000,10,3,0.0,0
667915375769,2,70,3000,11,3,0.02857142857142857,0
429157968810,3,90,3000,11,1,0.03333333333333333,0
631945677848,1,65,3000,12,0,0.015384615384615385,0
621784024285,2,86,5000,14,4,0.023255813953488372,0
239454510992,1,40,5000,12,0,0.025,0
996083509792,1,68,3000,16,0,0.014705882352941176,0
762999963486,2,50,3000,11,2,0.04,0
539883687708,2,57,5000,9,0,0.03508771929824561,0
386285787703,0,80,3000,15,0,0.0,0
868420188614,2,31,3000,12,0,0.06451612903225806,0
756882730402,0,46,5000,12,2,0.0,0
310816865011,5,1,5000,0,5,5.0,1
513735073293,1,44,5000,13,2,0.022727272727272728,0
842944113044,1,85,5000,11,0,0.011764705882352941,0
637758159866,6,9,2000,3,5,0.6666666666666666,1
984425174702,4,1,3000,0,6,4.0,1
180732864095,0,36,3000,14,4,0.0,0
669615975267,0,51,3000,9,4,0.0,0
593676399616,1,46,5000,11,4,0.021739130434782608,0
336143051890,1,80,3000,13,1,0.0125,0
323951045922,2,40,2000,16,0,0.05,0
938200402748,2,34,3000,16,0,0.058823529411764705,0
302110823637,7,2,5000,0,6,3.5,1
280490478705,0,39,2000,10,3,0.0,0
424156673795,2,67,2000,11,1,0.029850746268656716,0
673980570125,2,82,5000,9,0,0.024390243902439025,0
778260618875,0,35,3000,17,4,0.0,0
911749105133,5,10,2000,4,5,0.5,1
201146198818,3,60,5000,13,0,0.05,0
558038754326,1,58,3000,10,1,0.017241379310344827,0
890557572917,2,80,2000,15,3,0.025,0
104147890569,5,10,5000,4,6,0.5,1
222224391187,3,49,5000,15,4,0.061224489795918366,0
177549985574,1,76,2000,11,0,0.013157894736842105,0
978463782891,1,46,3000,10,2,0.021739130434782608,0
794171752882,2,41,2000,15,3,0.04878048780487805,0
170989396337,3,76,2000,12,3,0.039473684210526314,0
711492870851,1,52,3000,11,4,0.019230769230769232,0
375657932784,2,51,2000,17,0,0.0392156862745098,0
666937538130,3,76,5000,12,4,0.039473684210526314,0
250269778267,2,45,5000,13,0,0.044444444444444446,0
929043431711,1,42,3000,16,0,0.023809523809523808,0
182522639282,5,6,5000,5,6,0.8333333333333334,1
510217093428,5,9,3000,4,5,0.5555555555555556,1
770975387403,3,49,3000,10,2,0.061224489795918366,0
889104685300,2,70,3000,9,3,0.02857142857142857,0
600798359966,1,77,5000,15,2,0.012987012987012988,0
929140714487,1,87,2000,17,1,0.011494252873563218,0
295635334911,1,55,5000,9,3,0.01818181818181818,0
143812776574,3,50,2000,17,1,0.06,0
632377716441,3,59,2000,15,4,0.05084745762711865,0
813902260333,1,77,5000,14,2,0.012987012987012988,0
155591856088,1,77,2000,17,2,0.012987012987012988,0
486125507261,5,2,2000,4,6,2.5,1
673878947230,0,71,2000,16,1,0.0,0
130559104657,3,30,3000,10,3,0.1,0
285697722818,0,77,2000,14,1,0.0,0
417874516222,1,48,5000,13,0,0.020833333333333332,0
424156673795,6,4,3000,0,6,1.5,1
659110960050,0,77,5000,12,2,0.0,0
321572930562,3,87,2000,11,4,0.034482758620689655,0
817712138342,3,77,2000,9,1,0.03896103896103896,0
389900335613,1,73,2000,17,4,0.0136986301369863,0
541930258456,0,58,3000,11,0,0.0,0
179239806619,0,86,3000,13,1,0.0,0
827899815858,2,53,5000,13,3,0.03773584905660377,0
818595675053,0,57,2000,11,2,0.0,0
701559698284,3,73,3000,10,2,0.0410958904109589,0
410758834887,2,30,2000,13,3,0.06666666666666667,0
357234932364,3,83,5000,12,3,0.03614457831325301,0
947697951803,1,56,3000,13,1,0.017857142857142856,0
625527250016,3,61,3000,16,0,0.04918032786885246,0
332372324190,6,2,2000,1,6,3.0,1
739499973508,1,48,3000,16,1,0.020833333333333332,0
824221798929,3,51,3000,11,2,0.058823529411764705,0
548755463022,3,61,5000,9,3,0.04918032786885246,0
850960547488,1,38,5000,12,0,0.02631578947368421,0
425661446394,1,49,2000,17,3,0.02040816326530612,0
114449533338,0,76,2000,11,1,0.0,0
987207807663,2,62,5000,12,1,0.03225806451612903,0
822712645895,1,38,5000,9,4,0.02631578947368421,0
721010824977,0,50,5000,17,3,0.0,0
999392069247,3,84,2000,14,3,0.03571428571428571,0
693648951309,1,85,3000,14,1,0.011764705882352941,0
850788425518,1,69,3000,16,0,0.014492753623188406,0
478282567434,2,43,2000,13,0,0.046511627906976744,0
315370770912,2,68,2000,10,2,0.029411764705882353,0
902510137947,0,44,5000,13,0,0.0,0
332322266792,2,51,2000,11,0,0.0392156862745098,0
321566743134,3,90,2000,10,0,0.03333333333333333,0
940605153125,0,60,3000,16,2,0.0,0
611230444211,3,56,5000,15,0,0.05357142857142857,0
208501871911,0,55,3000,16,3,0.0,0
172400544135,1,63,2000,13,2,0.015873015873015872,0
532733853451,3,59,2000,11,3,0.05084745762711865,0
439886659937,1,81,5000,11,4,0.012345679012345678,0
912108284630,1,83,5000,16,0,0.012048192771084338,0
419244240984,1,43,2000,12,0,0.023255813953488372,0
632661610909,2,34,3000,12,1,0.058823529411764705,0
871410121161,6,5,2000,5,6,1.2,1
425661446394,0,63,3000,12,1,0.0,0
506869212381,0,74,5000,14,0,0.0,0
417948102809,3,37,5000,12,3,0.08108108108108109,0
605626371346,3,44,5000,12,0,0.06818181818181818,0
886677522676,2,89,5000,10,3,0.02247191011235955,0
394468750871,0,70,5000,16,0,0.0,0
666937538130,0,87,3000,11,2,0.0,0
646788352385,2,40,5000,12,2,0.05,0
923402498287,3,31,3000,12,4,0.0967741935483871,0
514030248463,2,52,2000,13,3,0.038461538461538464,0
914313331355,2,71,2000,11,2,0.028169014084507043,0
823946578084,1,81,5000,13,1,0.012345679012345678,0
784101123846,2,85,5000,14,0,0.023529411764705882,0
600798359966,1,72,2000,16,0,0.013888888888888888,0
818525205883,3,54,5000,17,4,0.05555555555555555,0
214679613026,1,55,3000,12,1,0.01818181818181818,0
461149897210,2,85,5000,17,0,0.023529411764705882,0
642047418401,4,9,3000,4,5,0.4444444444444444,1
658835818900,6,4,5000,0,5,1.5,1
291683476354,0,60,3000,10,1,0.0,0
136166933908,2,40,3000,12,3,0.05,0
994197081004,1,59,3000,12,1,0.01694915254237288,0
179239806619,2,72,3000,10,0,0.027777777777777776,0
545379017238,0,70,3000,17,2,0.0,0
686829655471,3,90,2000,10,0,0.03333333333333333,0
125905122791,0,85,2000,16,0,0.0,0
514030248463,1,60,5000,17,2,0.016666666666666666,0
280922978638,1,90,2000,14,3,0.011111111111111112,0
316378890905,3,41,2000,9,1,0.07317073170731707,0
215958438742,3,88,3000,10,1,0.03409090909090909,0
457015779383,2,68,3000,9,3,0.029411764705882353,0
755110412550,6,8,3000,4,5,0.75,1
141586673090,1,38,3000,13,3,0.02631578947368421,0
893329781667,4,8,2000,3,6,0.5,1
987677554194,1,86,2000,12,2,0.011627906976744186,0
407781997986,5,7,2000,4,6,0.7142857142857143,1
252682227142,0,76,5000,17,3,0.0,0
726797291027,0,90,5000,10,2,0.0,0
315250204367,6,8,2000,5,6,0.75,1
101371177391,0,69,3000,11,4,0.0,0
489944262956,0,79,3000,15,2,0.0,0
787417955448,0,69,2000,16,4,0.0,0
539077802959,0,55,5000,17,4,0.0,0
852855554514,0,48,2000,10,0,0.0,0
505930109610,1,54,3000,16,4,0.018518518518518517,0
300499561572,5,2,3000,1,5,2.5,1
698491625870,1,46,3000,13,1,0.021739130434782608,0
682439333044,3,76,5000,9,2,0.039473684210526314,0
367133372060,0,67,5000,10,2,0.0,0
459508342354,0,40,5000,14,2,0.0,0
384070085837,2,66,3000,11,1,0.030303030303030304,0
247853418347,2,63,5000,10,4,0.031746031746031744,0
630527636236,2,79,3000,11,0,0.02531645569620253,0
612798614220,1,40,5000,12,3,0.025,0
931015235681,0,61,5000,15,4,0.0,0
923969864475,0,43,2000,13,4,0.0,0
204618879397,1,75,5000,12,1,0.013333333333333334,0
582130525953,0,83,2000,15,3,0.0,0
669615975267,2,30,2000,16,4,0.06666666666666667,0
929117926221,5,2,2000,3,6,2.5,1
387451888273,2,67,3000,15,1,0.029850746268656716,0
348971415133,2,55,2000,16,2,0.03636363636363636,0
331849580407,3,53,3000,15,4,0.05660377358490566,0
335752376510,0,31,3000,11,4,0.0,0
925302223265,0,77,2000,14,4,0.0,0
793499658641,0,46,5000,15,3,0.0,0
665581469673,1,47,5000,11,2,0.02127659574468085,0
934465935909,3,65,5000,13,2,0.046153846153846156,0
638994617887,1,70,3000,15,2,0.014285714285714285,0
368411354798,3,81,5000,14,3,0.037037037037037035,0
718354380796,0,43,5000,11,0,0.0,0
968295426341,3,56,2000,15,0,0.05357142857142857,0
734137052643,1,59,5000,12,1,0.01694915254237288,0
156400146706,3,42,3000,16,0,0.07142857142857142,0
836099392338,1,64,3000,15,2,0.015625,0
632661610909,2,90,5000,17,2,0.022222222222222223,0
196774490746,3,89,2000,12,1,0.033707865168539325,0
401571915602,1,48,3000,12,2,0.020833333333333332,0
487426081115,3,67,2000,13,1,0.04477611940298507,0
378325764142,1,46,2000,13,3,0.021739130434782608,0
931263102645,1,82,5000,12,3,0.012195121951219513,0
361484028136,1,44,3000,9,1,0.022727272727272728,0
451448631674,0,56,3000,14,3,0.0,0
633694395239,1,88,5000,12,1,0.011363636363636364,0
